Date Time,User,IP,Login_Status,Server_Name
2013-08-31 11:26:54,root,10.24.32.55,True,nfssrv56-stg
2013-08-31 11:26:56,root,10.24.32.55,True,nfssrv56-stg
2013-09-25 16:29:25,pong,10.42.10.18,True,ae1-php70-prd
2013-09-25 23:44:46,root,10.42.10.2,True,ae1-php70-prd
2013-09-25 23:44:59,ec2-user,10.42.10.2,True,ae1-php70-prd
2013-08-30 20:41:30,ec2-user,10.42.10.18,True,ae1-php70-prd
2013-09-10 21:25:34,pong,10.42.10.18,True,ae1-php70-prd
2013-09-12 00:45:53,pong,10.42.10.18,True,ae1-php70-prd
2013-09-12 18:10:41,pong,10.42.10.18,True,ae1-php70-prd
2013-09-12 18:30:09,sbraverman,10.42.28.106,True,ae1-php70-prd
2013-09-12 18:51:07,pong,10.42.10.18,True,ae1-php70-prd
2013-09-13 15:15:25,kantselovich,10.42.10.2,True,ae1-php70-prd
2013-09-13 17:25:14,kantselovich,10.42.10.2,True,ae1-php70-prd
2013-09-25 09:29:09,pong,10.42.10.18,True,ae1-php70-stg
2013-09-25 16:52:03,root,10.42.10.2,True,ae1-php70-stg
2013-09-25 16:52:15,ec2-user,10.42.10.2,True,ae1-php70-stg
2013-08-27 00:56:21,ec2-user,10.42.10.18,True,ae1-php70-stg
2013-08-27 00:57:28,ec2-user,10.42.10.18,True,ae1-php70-stg
2013-08-27 20:45:43,pong,10.42.10.18,True,ae1-php70-stg
2013-08-27 21:17:19,mvalenzuela,10.42.28.22,True,ae1-php70-stg
2013-08-27 21:20:53,mvalenzuela,10.42.28.22,True,ae1-php70-stg
2013-08-27 21:32:11,pong,10.24.20.76,True,ae1-php70-stg
2013-08-28 00:47:36,pong,10.42.10.18,True,ae1-php70-stg
2013-08-28 09:44:38,pong,10.42.10.18,True,ae1-php70-stg
2013-08-28 11:28:59,pong,10.42.10.18,True,ae1-php70-stg
2013-08-28 14:51:30,msacks,172.16.26.71,True,ae1-php70-stg
2013-08-28 15:05:04,msacks,10.42.10.22,True,ae1-php70-stg
2013-08-29 15:41:43,mvalenzuela,10.42.28.22,True,ae1-php70-stg
2013-08-30 10:59:21,mvalenzuela,10.42.28.22,True,ae1-php70-stg
2013-08-30 14:56:02,banderson,10.42.28.102,True,ae1-php70-stg
2013-09-11 17:42:55,pong,10.42.10.18,True,ae1-php70-stg
2013-09-12 11:50:28,pong,10.42.10.18,True,ae1-php70-stg
2013-09-13 08:06:44,kantselovich,10.42.10.2,True,ae1-php70-stg
2013-09-25 23:37:33,root,10.42.10.2,True,ae1-php80-prd
2013-09-25 23:37:46,ec2-user,10.42.10.2,True,ae1-php80-prd
2013-08-30 20:41:31,ec2-user,10.42.10.18,True,ae1-php80-prd
2013-09-18 23:31:48,gbland,10.42.28.98,True,ae1-php80-prd
2013-09-25 16:50:41,root,10.42.10.2,True,ae1-php80-stg
2013-09-25 16:50:53,ec2-user,10.42.10.2,True,ae1-php80-stg
2013-08-27 00:56:24,ec2-user,10.42.10.18,True,ae1-php80-stg
2013-08-27 01:01:37,ec2-user,10.42.10.18,True,ae1-php80-stg
2013-08-27 20:45:32,pong,10.42.10.18,True,ae1-php80-stg
2013-08-27 21:10:34,mvalenzuela,10.42.28.22,True,ae1-php80-stg
2013-08-27 21:12:14,mvalenzuela,10.42.28.22,True,ae1-php80-stg
2013-08-27 21:21:08,mvalenzuela,10.42.28.22,True,ae1-php80-stg
2013-08-28 15:17:34,msacks,10.42.10.22,True,ae1-php80-stg
2013-09-25 23:38:25,root,10.42.10.2,True,ae1-php90-prd
2013-09-25 23:38:38,ec2-user,10.42.10.2,True,ae1-php90-prd
2013-08-30 20:41:32,ec2-user,10.42.10.18,True,ae1-php90-prd
2013-09-25 16:48:22,root,10.42.10.2,True,ae1-queue190-prd
2013-09-25 16:48:35,ec2-user,10.42.10.2,True,ae1-queue190-prd
2013-09-25 16:43:08,root,10.42.10.2,True,ae1-queue90-stg
2013-09-25 16:43:20,ec2-user,10.42.10.2,True,ae1-queue90-stg
2013-08-27 17:05:28,kantselovich,10.42.10.2,True,ae1-queue90-stg
2013-10-15 14:14:13,root,10.42.10.22,True,ip-10-24-20-76
2013-10-15 14:17:59,root,10.42.10.22,True,ip-10-24-20-76
2013-10-16 16:29:06,root,10.42.10.22,True,ip-10-24-20-76
2013-10-16 16:29:30,root,10.42.10.22,True,ip-10-24-20-76
2013-10-16 17:49:43,root,10.42.10.22,True,ip-10-24-20-76
2013-10-16 17:50:06,root,10.42.10.22,True,ip-10-24-20-76
2013-10-16 21:27:43,root,10.42.10.22,True,ip-10-24-20-76
2013-10-17 13:32:45,root,10.42.10.22,True,ip-10-24-20-76
2013-10-18 13:34:54,root,10.42.10.22,True,ip-10-24-20-76
2013-10-18 15:45:21,root,10.42.10.22,True,ip-10-24-20-76
2013-10-19 14:02:50,root,10.42.10.22,True,ip-10-24-20-76
2013-10-22 13:15:07,root,10.42.10.22,True,ip-10-24-20-76
2013-10-23 17:42:12,root,10.42.10.22,True,APPSRV10-STG
2013-10-23 17:42:50,root,10.42.10.22,True,APPSRV10-STG
2013-10-23 22:35:48,root,10.42.10.22,True,APPSRV10-STG
2013-10-26 19:14:13,root,10.42.10.22,True,APPSRV10-STG
2013-10-26 19:14:16,root,10.42.10.22,True,APPSRV10-STG
2013-10-29 22:09:03,root,10.42.10.22,True,APPSRV10-STG
2013-10-30 17:46:29,root,10.42.10.22,True,APPSRV10-STG
2013-10-31 22:53:41,root,10.42.10.22,True,APPSRV10-STG
2013-11-13 18:02:13,msacks,10.42.10.22,True,APPSRV10-STG
2013-11-13 18:18:11,root,10.42.10.18,True,APPSRV10-STG
2013-11-13 18:18:52,pong,10.42.10.18,True,APPSRV10-STG
2013-11-13 18:19:43,root,10.42.10.18,True,APPSRV10-STG
2013-11-13 18:26:03,root,10.42.10.18,True,APPSRV10-STG
2013-11-13 23:15:49,root,10.42.10.18,True,APPSRV10-STG
2013-11-13 23:22:30,pong,10.42.10.18,True,APPSRV10-STG
2013-11-13 23:23:16,pong,10.42.10.18,True,APPSRV10-STG
2013-11-13 23:24:15,pong,10.42.10.18,True,APPSRV10-STG
